Subject	Predicate	Object
mdfA	is homologous to	mdfA(Salmonella)
rlmC	is homologous to	rlmC(Salmonella)
amiD	is homologous to	amiD(Salmonella)
hcp	is homologous to	hcp(Salmonella)
lysO	is homologous to	lysO(Salmonella)
ybjD	is homologous to	ybjD(Salmonella)
macA	is homologous to	macA(Salmonella)
macB	is homologous to	macB(Salmonella)
cydC	is homologous to	cydC(Salmonella)
cydD	is homologous to	cydD(Salmonella)
lolA	is homologous to	lolA(Salmonella)
dmsA	is homologous to	dmsA(Salmonella)
ycaM	is homologous to	ycaM(Salmonella)
ycaL	is homologous to	ycaL(Salmonella)
cmk	is homologous to	cmk(Salmonella)
kdsB	is homologous to	kdsB(Salmonella)
ldtD	is homologous to	ldtD(Salmonella)
roxA	is homologous to	roxA(Salmonella)
mnmA	is homologous to	mnmA(Salmonella)
yeaL	is homologous to	yeaL(Salmonella)
yeaG	is homologous to	yeaG(Salmonella)
yeaD	is homologous to	yeaD(Salmonella)
pncA	is homologous to	pncA(Salmonella)
selD	is homologous to	selD(Salmonella)
astC	is homologous to	astC(Salmonella)
astE	is homologous to	astE(Salmonella)
spy	is homologous to	spy(Salmonella)
yccS	is homologous to	yccS(Salmonella)
helD	is homologous to	helD(Salmonella)
tcyP	is homologous to	tcyP(Salmonella)
pfkB	is homologous to	pfkB(Salmonella)
btuC	is homologous to	btuC(Salmonella)
aroH	is homologous to	aroH(Salmonella)
ydiR	is homologous to	ydiR(Salmonella)
rutR	is homologous to	rutR(Salmonella)
ydiB	is homologous to	ydiB(Salmonella)
ydiM	is homologous to	ydiM(Salmonella)
ghrA	is homologous to	ghrA(Salmonella)
ydiJ	is homologous to	ydiJ(Salmonella)
opgH	is homologous to	opgH(Salmonella)
sufA	is homologous to	sufA(Salmonella)
rimJ	is homologous to	rimJ(Salmonella)
rne	is homologous to	rne(Salmonella)
rluC	is homologous to	rluC(Salmonella)
mdtK	is homologous to	mdtK(Salmonella)
ribC	is homologous to	ribC(Salmonella)
fhuE	is homologous to	fhuE(Salmonella)
lpoB	is homologous to	lpoB(Salmonella)
ldtC	is homologous to	ldtC(Salmonella)
mfd	is homologous to	mfd(Salmonella)
lolE	is homologous to	lolE(Salmonella)
punR	is homologous to	punR(Salmonella)
nemA	is homologous to	nemA(Salmonella)
ydhF	is homologous to	ydhF(Salmonella)
pdxY	is homologous to	pdxY(Salmonella)
dtpA	is homologous to	dtpA(Salmonella)
rsxD	is homologous to	rsxD(Salmonella)
add	is homologous to	add(Salmonella)
fumC	is homologous to	fumC(Salmonella)
rstA	is homologous to	rstA(Salmonella)
pntA	is homologous to	pntA(Salmonella)
ynfL	is homologous to	ynfL(Salmonella)
mlc	is homologous to	mlc(Salmonella)
speG	is homologous to	speG(Salmonella)
ynfA	is homologous to	ynfA(Salmonella)
ydfI	is homologous to	ydfI(Salmonella)
ydeE	is homologous to	ydeE(Salmonella)
yneJ	is homologous to	yneJ(Salmonella)
hypA	is homologous to	hypA(Salmonella)
maeA	is homologous to	maeA(Salmonella)
narZ	is homologous to	narZ(Salmonella)
narY	is homologous to	narY(Salmonella)
narW	is homologous to	narW(Salmonella)
narV	is homologous to	narV(Salmonella)
sutR	is homologous to	sutR(Salmonella)
tehA	is homologous to	tehA(Salmonella)
opgD	is homologous to	opgD(Salmonella)
ydcI	is homologous to	ydcI(Salmonella)
trg	is homologous to	trg(Salmonella)
cybB	is homologous to	cybB(Salmonella)
ydcF	is homologous to	ydcF(Salmonella)
hrpA	is homologous to	hrpA(Salmonella)
ydbK	is homologous to	ydbK(Salmonella)
mppA	is homologous to	mppA(Salmonella)
acnA	is homologous to	acnA(Salmonella)
ompW	is homologous to	ompW(Salmonella)
adhE	is homologous to	adhE(Salmonella)
narJ	is homologous to	narJ(Salmonella)
narH	is homologous to	narH(Salmonella)
narG	is homologous to	narG(Salmonella)
narK	is homologous to	narK(Salmonella)
ychO	is homologous to	ychO(Salmonella)
chaA	is homologous to	chaA(Salmonella)
treA	is homologous to	treA(Salmonella)
dadA	is homologous to	dadA(Salmonella)
nhaB	is homologous to	nhaB(Salmonella)
minD	is homologous to	minD(Salmonella)
sdaA	is homologous to	sdaA(Salmonella)
rlmA	is homologous to	rlmA(Salmonella)
kdgR	is homologous to	kdgR(Salmonella)
fliH	is homologous to	fliH(Salmonella)
flgJ	is homologous to	flgJ(Salmonella)
purT	is homologous to	purT(Salmonella)
zwf	is homologous to	zwf(Salmonella)
yebK	is homologous to	yebK(Salmonella)
pykA	is homologous to	pykA(Salmonella)
mepM	is homologous to	mepM(Salmonella)
znuC	is homologous to	znuC(Salmonella)
yecM	is homologous to	yecM(Salmonella)
ftnA	is homologous to	ftnA(Salmonella)
dcyD	is homologous to	dcyD(Salmonella)
yedI	is homologous to	yedI(Salmonella)
yegH	is homologous to	yegH(Salmonella)
asmA	is homologous to	asmA(Salmonella)
yegD	is homologous to	yegD(Salmonella)
mdtB	is homologous to	mdtB(Salmonella)
mdtD	is homologous to	mdtD(Salmonella)
baeR	is homologous to	baeR(Salmonella)
yegV	is homologous to	yegV(Salmonella)
metG	is homologous to	metG(Salmonella)
yehY	is homologous to	yehY(Salmonella)
dld	is homologous to	dld(Salmonella)
sanA	is homologous to	sanA(Salmonella)
preA	is homologous to	preA(Salmonella)
yeiG	is homologous to	yeiG(Salmonella)
cirA	is homologous to	cirA(Salmonella)
lysP	is homologous to	lysP(Salmonella)
yeiE	is homologous to	yeiE(Salmonella)
yeiH	is homologous to	yeiH(Salmonella)
nfo	is homologous to	nfo(Salmonella)
fruA	is homologous to	fruA(Salmonella)
yejE	is homologous to	yejE(Salmonella)
yejF	is homologous to	yejF(Salmonella)
bcr	is homologous to	bcr(Salmonella)
napC	is homologous to	napC(Salmonella)
napA	is homologous to	napA(Salmonella)
napF	is homologous to	napF(Salmonella)
yojI	is homologous to	yojI(Salmonella)
rcsD	is homologous to	rcsD(Salmonella)
glpQ	is homologous to	glpQ(Salmonella)
glpT	is homologous to	glpT(Salmonella)
glpA	is homologous to	glpA(Salmonella)
glpB	is homologous to	glpB(Salmonella)
yfaX	is homologous to	yfaX(Salmonella)
nudI	is homologous to	nudI(Salmonella)
arnB	is homologous to	arnB(Salmonella)
menF	is homologous to	menF(Salmonella)
nuoL	is homologous to	nuoL(Salmonella)
lrhA	is homologous to	lrhA(Salmonella)
yfbS	is homologous to	yfbS(Salmonella)
hxpA	is homologous to	hxpA(Salmonella)
purF	is homologous to	purF(Salmonella)
folC	is homologous to	folC(Salmonella)
fadJ	is homologous to	fadJ(Salmonella)
fadL	is homologous to	fadL(Salmonella)
nupC	is homologous to	nupC(Salmonella)
nfsB	is homologous to	nfsB(Salmonella)
leuA	is homologous to	leuA(Salmonella)
nadB	is homologous to	nadB(Salmonella)
srmB	is homologous to	srmB(Salmonella)
eamB	is homologous to	eamB(Salmonella)
xapA	is homologous to	xapA(Salmonella)
yfeR	is homologous to	yfeR(Salmonella)
yfeH	is homologous to	yfeH(Salmonella)
ligA	is homologous to	ligA(Salmonella)
bamD	is homologous to	bamD(Salmonella)
dgcN	is homologous to	dgcN(Salmonella)
talA	is homologous to	talA(Salmonella)
tktB	is homologous to	tktB(Salmonella)
recN	is homologous to	recN(Salmonella)
acrD	is homologous to	acrD(Salmonella)
dapE	is homologous to	dapE(Salmonella)
tmcA	is homologous to	tmcA(Salmonella)
gcvR	is homologous to	gcvR(Salmonella)
guaB	is homologous to	guaB(Salmonella)
sseA	is homologous to	sseA(Salmonella)
dtpC	is homologous to	dtpC(Salmonella)
glrK	is homologous to	glrK(Salmonella)
mltF	is homologous to	mltF(Salmonella)
yfhL	is homologous to	yfhL(Salmonella)
lhgD	is homologous to	lhgD(Salmonella)
gabD	is homologous to	gabD(Salmonella)
gabT	is homologous to	gabT(Salmonella)
kbp	is homologous to	kbp(Salmonella)
ygaP	is homologous to	ygaP(Salmonella)
emrB	is homologous to	emrB(Salmonella)
alaS	is homologous to	alaS(Salmonella)
srlE	is homologous to	srlE(Salmonella)
srlD	is homologous to	srlD(Salmonella)
hypF	is homologous to	hypF(Salmonella)
hycI	is homologous to	hycI(Salmonella)
hypB	is homologous to	hypB(Salmonella)
hypD	is homologous to	hypD(Salmonella)
pphB	is homologous to	pphB(Salmonella)
ygbM	is homologous to	ygbM(Salmonella)
truD	is homologous to	truD(Salmonella)
ispD	is homologous to	ispD(Salmonella)
mazG	is homologous to	mazG(Salmonella)
relA	is homologous to	relA(Salmonella)
truC	is homologous to	truC(Salmonella)
sdaB	is homologous to	sdaB(Salmonella)
ygdG	is homologous to	ygdG(Salmonella)
fucO	is homologous to	fucO(Salmonella)
fucA	is homologous to	fucA(Salmonella)
fucI	is homologous to	fucI(Salmonella)
fucK	is homologous to	fucK(Salmonella)
tcdA	is homologous to	tcdA(Salmonella)
mltA	is homologous to	mltA(Salmonella)
amiC	is homologous to	amiC(Salmonella)
recB	is homologous to	recB(Salmonella)
recC	is homologous to	recC(Salmonella)
ppdB	is homologous to	ppdB(Salmonella)
thyA	is homologous to	thyA(Salmonella)
aas	is homologous to	aas(Salmonella)
lysA	is homologous to	lysA(Salmonella)
qseC	is homologous to	qseC(Salmonella)
yqiK	is homologous to	yqiK(Salmonella)
ygiF	is homologous to	ygiF(Salmonella)
folB	is homologous to	folB(Salmonella)
aer	is homologous to	aer(Salmonella)
yqeF	is homologous to	yqeF(Salmonella)
fadH	is homologous to	fadH(Salmonella)
sstT	is homologous to	sstT(Salmonella)
yqjG	is homologous to	yqjG(Salmonella)
yhaJ	is homologous to	yhaJ(Salmonella)
cyuA	is homologous to	cyuA(Salmonella)
tdcA	is homologous to	tdcA(Salmonella)
yqfB	is homologous to	yqfB(Salmonella)
bglA	is homologous to	bglA(Salmonella)
garD	is homologous to	garD(Salmonella)
gcvP	is homologous to	gcvP(Salmonella)
gcvH	is homologous to	gcvH(Salmonella)
ubiI	is homologous to	ubiI(Salmonella)
argO	is homologous to	argO(Salmonella)
lpoA	is homologous to	lpoA(Salmonella)
tktA	is homologous to	tktA(Salmonella)
ubiT	is homologous to	ubiT(Salmonella)
yhbW	is homologous to	yhbW(Salmonella)
deaD	is homologous to	deaD(Salmonella)
pnp	is homologous to	pnp(Salmonella)
rsmE	is homologous to	rsmE(Salmonella)
argG	is homologous to	argG(Salmonella)
yggU	is homologous to	yggU(Salmonella)
hemW	is homologous to	hemW(Salmonella)
trmB	is homologous to	trmB(Salmonella)
nupG	is homologous to	nupG(Salmonella)
speC	is homologous to	speC(Salmonella)
gltB	is homologous to	gltB(Salmonella)
nanK	is homologous to	nanK(Salmonella)
nanA	is homologous to	nanA(Salmonella)
sspA	is homologous to	sspA(Salmonella)
zapE	is homologous to	zapE(Salmonella)
degQ	is homologous to	degQ(Salmonella)
hybB	is homologous to	hybB(Salmonella)
yghA	is homologous to	yghA(Salmonella)
yqhD	is homologous to	yqhD(Salmonella)
dkgA	is homologous to	dkgA(Salmonella)
panF	is homologous to	panF(Salmonella)
acrE	is homologous to	acrE(Salmonella)
acrF	is homologous to	acrF(Salmonella)
aroE	is homologous to	aroE(Salmonella)
tsaC	is homologous to	tsaC(Salmonella)
def	is homologous to	def(Salmonella)
fmt	is homologous to	fmt(Salmonella)
rsmB	is homologous to	rsmB(Salmonella)
rpsM	is homologous to	rpsM(Salmonella)
tusB	is homologous to	tusB(Salmonella)
tusD	is homologous to	tusD(Salmonella)
kefB	is homologous to	kefB(Salmonella)
yheS	is homologous to	yheS(Salmonella)
yhfK	is homologous to	yhfK(Salmonella)
gph	is homologous to	gph(Salmonella)
hofQ	is homologous to	hofQ(Salmonella)
mrcA	is homologous to	mrcA(Salmonella)
yrfG	is homologous to	yrfG(Salmonella)
hslO	is homologous to	hslO(Salmonella)
nfuA	is homologous to	nfuA(Salmonella)
rtcA	is homologous to	rtcA(Salmonella)
rtcB	is homologous to	rtcB(Salmonella)
glpD	is homologous to	glpD(Salmonella)
glgP	is homologous to	glgP(Salmonella)
glgB	is homologous to	glgB(Salmonella)
gntU	is homologous to	gntU(Salmonella)
yhhY	is homologous to	yhhY(Salmonella)
ugpC	is homologous to	ugpC(Salmonella)
ftsX	is homologous to	ftsX(Salmonella)
ftsY	is homologous to	ftsY(Salmonella)
zntA	is homologous to	zntA(Salmonella)
yhhT	is homologous to	yhhT(Salmonella)
acpT	is homologous to	acpT(Salmonella)
yhiI	is homologous to	yhiI(Salmonella)
dtpB	is homologous to	dtpB(Salmonella)
gor	is homologous to	gor(Salmonella)
treF	is homologous to	treF(Salmonella)
yhjG	is homologous to	yhjG(Salmonella)
kdgK	is homologous to	kdgK(Salmonella)
dppC	is homologous to	dppC(Salmonella)
bisC	is homologous to	bisC(Salmonella)
ghrB	is homologous to	ghrB(Salmonella)
torA	is homologous to	torA(Salmonella)
torR	is homologous to	torR(Salmonella)
yidA	is homologous to	yidA(Salmonella)
yidC	is homologous to	yidC(Salmonella)
yidZ	is homologous to	yidZ(Salmonella)
yieF	is homologous to	yieF(Salmonella)
adeP	is homologous to	adeP(Salmonella)
glyS	is homologous to	glyS(Salmonella)
glmS	is homologous to	glmS(Salmonella)
xylA	is homologous to	xylA(Salmonella)
atpG	is homologous to	atpG(Salmonella)
asnA	is homologous to	asnA(Salmonella)
yiaL	is homologous to	yiaL(Salmonella)
kup	is homologous to	kup(Salmonella)
rbsD	is homologous to	rbsD(Salmonella)
yiaO	is homologous to	yiaO(Salmonella)
rbsR	is homologous to	rbsR(Salmonella)
hsrA	is homologous to	hsrA(Salmonella)
selB	is homologous to	selB(Salmonella)
yibF	is homologous to	yibF(Salmonella)
yihG	is homologous to	yihG(Salmonella)
trmL	is homologous to	trmL(Salmonella)
yihS	is homologous to	yihS(Salmonella)
envC	is homologous to	envC(Salmonella)
waaH	is homologous to	waaH(Salmonella)
fdhE	is homologous to	fdhE(Salmonella)
waaA	is homologous to	waaA(Salmonella)
fdoG	is homologous to	fdoG(Salmonella)
dfp	is homologous to	dfp(Salmonella)
slmA	is homologous to	slmA(Salmonella)
ubiD	is homologous to	ubiD(Salmonella)
ligB	is homologous to	ligB(Salmonella)
spoT	is homologous to	spoT(Salmonella)
trmH	is homologous to	trmH(Salmonella)
recG	is homologous to	recG(Salmonella)
fieF	is homologous to	fieF(Salmonella)
lsrC	is homologous to	lsrC(Salmonella)
tpiA	is homologous to	tpiA(Salmonella)
ilvB	is homologous to	ilvB(Salmonella)
glpX	is homologous to	glpX(Salmonella)
glpF	is homologous to	glpF(Salmonella)
dsdC	is homologous to	dsdC(Salmonella)
dsdX	is homologous to	dsdX(Salmonella)
dsdA	is homologous to	dsdA(Salmonella)
priA	is homologous to	priA(Salmonella)
metB	is homologous to	metB(Salmonella)
metL	is homologous to	metL(Salmonella)
gldA	is homologous to	gldA(Salmonella)
frwC	is homologous to	frwC(Salmonella)
frwB	is homologous to	frwB(Salmonella)
pflD	is homologous to	pflD(Salmonella)
frwD	is homologous to	frwD(Salmonella)
ppc	is homologous to	ppc(Salmonella)
argE	is homologous to	argE(Salmonella)
argH	is homologous to	argH(Salmonella)
aceB	is homologous to	aceB(Salmonella)
lysC	is homologous to	lysC(Salmonella)
tdcD	is homologous to	tdcD(Salmonella)
metC	is homologous to	metC(Salmonella)
hyi	is homologous to	hyi(Salmonella)
edd	is homologous to	edd(Salmonella)
rsuA	is homologous to	rsuA(Salmonella)
eutC	is homologous to	eutC(Salmonella)
eutB	is homologous to	eutB(Salmonella)
malE	is homologous to	malE(Salmonella)
malK	is homologous to	malK(Salmonella)
rplX	is homologous to	rplX(Salmonella)
speB	is homologous to	speB(Salmonella)
yebC	is homologous to	yebC(Salmonella)
plsY	is homologous to	plsY(Salmonella)
ung	is homologous to	ung(Salmonella)
pheS	is homologous to	pheS(Salmonella)
zupT	is homologous to	zupT(Salmonella)
ybgI	is homologous to	ybgI(Salmonella)
rimP	is homologous to	rimP(Salmonella)
rpsJ	is homologous to	rpsJ(Salmonella)
yejK	is homologous to	yejK(Salmonella)
zapD	is homologous to	zapD(Salmonella)
prmA	is homologous to	prmA(Salmonella)
rraA	is homologous to	rraA(Salmonella)
clpS	is homologous to	clpS(Salmonella)
yggX	is homologous to	yggX(Salmonella)
aat	is homologous to	aat(Salmonella)
tmaR	is homologous to	tmaR(Salmonella)
opgG	is homologous to	opgG(Salmonella)
ybeD	is homologous to	ybeD(Salmonella)
uvrD	is homologous to	uvrD(Salmonella)
rnm	is homologous to	rnm(Salmonella)
mutM	is homologous to	mutM(Salmonella)
rpsD	is homologous to	rpsD(Salmonella)
rpsK	is homologous to	rpsK(Salmonella)
cobS	is homologous to	cobS(Salmonella)
rplF	is homologous to	rplF(Salmonella)
rpmA	is homologous to	rpmA(Salmonella)
mutY	is homologous to	mutY(Salmonella)
talB	is homologous to	talB(Salmonella)
tig	is homologous to	tig(Salmonella)
umpG	is homologous to	umpG(Salmonella)
sucC	is homologous to	sucC(Salmonella)
rplO	is homologous to	rplO(Salmonella)
ribE	is homologous to	ribE(Salmonella)
ribB	is homologous to	ribB(Salmonella)
ribA	is homologous to	ribA(Salmonella)
qseB	is homologous to	qseB(Salmonella)
metK	is homologous to	metK(Salmonella)
frr	is homologous to	frr(Salmonella)
rpiA	is homologous to	rpiA(Salmonella)
rnpA	is homologous to	rnpA(Salmonella)
rnt	is homologous to	rnt(Salmonella)
rpsI	is homologous to	rpsI(Salmonella)
rpsB	is homologous to	rpsB(Salmonella)
rpsS	is homologous to	rpsS(Salmonella)
rpsQ	is homologous to	rpsQ(Salmonella)
rpsO	is homologous to	rpsO(Salmonella)
fliJ	is homologous to	fliJ(Salmonella)
flgK	is homologous to	flgK(Salmonella)
eutL	is homologous to	eutL(Salmonella)
waaF	is homologous to	waaF(Salmonella)
alkB	is homologous to	alkB(Salmonella)
ygiW	is homologous to	ygiW(Salmonella)
proV	is homologous to	proV(Salmonella)
recA	is homologous to	recA(Salmonella)
yjjX	is homologous to	yjjX(Salmonella)
eutS	is homologous to	eutS(Salmonella)
eutQ	is homologous to	eutQ(Salmonella)
eutK	is homologous to	eutK(Salmonella)
nadK	is homologous to	nadK(Salmonella)
rfbB	is homologous to	rfbB(Salmonella)
rfbA	is homologous to	rfbA(Salmonella)
wzzB	is homologous to	wzzB(Salmonella)
degP	is homologous to	degP(Salmonella)
sseB	is homologous to	sseB(Salmonella)
fabI	is homologous to	fabI(Salmonella)
gmhB	is homologous to	gmhB(Salmonella)
pagP	is homologous to	pagP(Salmonella)
rflP	is homologous to	rflP(Salmonella)
bhsA	is homologous to	bhsA(Salmonella)
ackA	is homologous to	ackA(Salmonella)
thiC	is homologous to	thiC(Salmonella)
ilvA	is homologous to	ilvA(Salmonella)
adiC	is homologous to	adiC(Salmonella)
fliC	is homologous to	fliC(Salmonella)
fliS	is homologous to	fliS(Salmonella)
waaC	is homologous to	waaC(Salmonella)
fliI	is homologous to	fliI(Salmonella)
rfbC	is homologous to	rfbC(Salmonella)
ydeI	is homologous to	ydeI(Salmonella)
prpD	is homologous to	prpD(Salmonella)
trkH	is homologous to	trkH(Salmonella)
rfe	is homologous to	rfe(Salmonella)
cof	is homologous to	cof(Salmonella)
cobT	is homologous to	cobT(Salmonella)
eutM	is homologous to	eutM(Salmonella)
gnd	is homologous to	gnd(Salmonella)
ycgR	is homologous to	ycgR(Salmonella)
prpE	is homologous to	prpE(Salmonella)
ridA	is homologous to	ridA(Salmonella)
flgN	is homologous to	flgN(Salmonella)
glpK	is homologous to	glpK(Salmonella)
treR	is homologous to	treR(Salmonella)
mgtA	is homologous to	mgtA(Salmonella)
sapA	is homologous to	sapA(Salmonella)
basS	is homologous to	basS(Salmonella)
eptA	is homologous to	eptA(Salmonella)
trmD	is homologous to	trmD(Salmonella)
cpdB	is homologous to	cpdB(Salmonella)
cobC	is homologous to	cobC(Salmonella)
miaA	is homologous to	miaA(Salmonella)
narU	is homologous to	narU(Salmonella)
proY	is homologous to	proY(Salmonella)
rffM	is homologous to	rffM(Salmonella)
trpR	is homologous to	trpR(Salmonella)
ptsG	is homologous to	ptsG(Salmonella)
nusA	is homologous to	nusA(Salmonella)
kbl	is homologous to	kbl(Salmonella)
menE	is homologous to	menE(Salmonella)
birA	is homologous to	birA(Salmonella)
gyrA	is homologous to	gyrA(Salmonella)
btuB	is homologous to	btuB(Salmonella)
hemH	is homologous to	hemH(Salmonella)
panE	is homologous to	panE(Salmonella)
sfmH	is homologous to	sfmH(Salmonella)
fimD	is homologous to	fimD(Salmonella)
fimA	is homologous to	fimA(Salmonella)
murJ	is homologous to	murJ(Salmonella)
cysJ	is homologous to	cysJ(Salmonella)
dnaA	is homologous to	dnaA(Salmonella)
cysB	is homologous to	cysB(Salmonella)
deoA	is homologous to	deoA(Salmonella)
frdA	is homologous to	frdA(Salmonella)
yjdM	is homologous to	yjdM(Salmonella)
pepQ	is homologous to	pepQ(Salmonella)
yiaM	is homologous to	yiaM(Salmonella)
dppB	is homologous to	dppB(Salmonella)
nudE	is homologous to	nudE(Salmonella)
rplP	is homologous to	rplP(Salmonella)
iscR	is homologous to	iscR(Salmonella)
mlaE	is homologous to	mlaE(Salmonella)
mlaD	is homologous to	mlaD(Salmonella)
iscX	is homologous to	iscX(Salmonella)
ispB	is homologous to	ispB(Salmonella)
nlpI	is homologous to	nlpI(Salmonella)
bcp	is homologous to	bcp(Salmonella)
hybG	is homologous to	hybG(Salmonella)
fbaA	is homologous to	fbaA(Salmonella)
lysR	is homologous to	lysR(Salmonella)
ypjD	is homologous to	ypjD(Salmonella)
tsaB	is homologous to	tsaB(Salmonella)
lolC	is homologous to	lolC(Salmonella)
secF	is homologous to	secF(Salmonella)
yajC	is homologous to	yajC(Salmonella)
hemB	is homologous to	hemB(Salmonella)
mltD	is homologous to	mltD(Salmonella)
ftsL	is homologous to	ftsL(Salmonella)
cydB	is homologous to	cydB(Salmonella)
sdhD	is homologous to	sdhD(Salmonella)
rimO	is homologous to	rimO(Salmonella)
gsiC	is homologous to	gsiC(Salmonella)
entH	is homologous to	entH(Salmonella)
fepE	is homologous to	fepE(Salmonella)
aroG	is homologous to	aroG(Salmonella)
sdhB	is homologous to	sdhB(Salmonella)
pxpA	is homologous to	pxpA(Salmonella)
kdpA	is homologous to	kdpA(Salmonella)
kdpB	is homologous to	kdpB(Salmonella)
gcl	is homologous to	gcl(Salmonella)
cnoX	is homologous to	cnoX(Salmonella)
mak	is homologous to	mak(Salmonella)
dxr	is homologous to	dxr(Salmonella)
gcd	is homologous to	gcd(Salmonella)
mutT	is homologous to	mutT(Salmonella)
mraY	is homologous to	mraY(Salmonella)
mraZ	is homologous to	mraZ(Salmonella)
nadA	is homologous to	nadA(Salmonella)
pyrD	is homologous to	pyrD(Salmonella)
epmA	is homologous to	epmA(Salmonella)
carA	is homologous to	carA(Salmonella)
miaB	is homologous to	miaB(Salmonella)
mntH	is homologous to	mntH(Salmonella)
allS	is homologous to	allS(Salmonella)
pepB	is homologous to	pepB(Salmonella)
treC	is homologous to	treC(Salmonella)
creD	is homologous to	creD(Salmonella)
tamB	is homologous to	tamB(Salmonella)
msrA	is homologous to	msrA(Salmonella)
ytfB	is homologous to	ytfB(Salmonella)
yjfC	is homologous to	yjfC(Salmonella)
menA	is homologous to	menA(Salmonella)
emrD	is homologous to	emrD(Salmonella)
fpr	is homologous to	fpr(Salmonella)
cpxP	is homologous to	cpxP(Salmonella)
rhaD	is homologous to	rhaD(Salmonella)
lldP	is homologous to	lldP(Salmonella)
mobA	is homologous to	mobA(Salmonella)
sgbU	is homologous to	sgbU(Salmonella)
sgbH	is homologous to	sgbH(Salmonella)
yiaN	is homologous to	yiaN(Salmonella)
plaR	is homologous to	plaR(Salmonella)
mnmG	is homologous to	mnmG(Salmonella)
xylR	is homologous to	xylR(Salmonella)
mdtL	is homologous to	mdtL(Salmonella)
mnmE	is homologous to	mnmE(Salmonella)
dppA	is homologous to	dppA(Salmonella)
malP	is homologous to	malP(Salmonella)
gntT	is homologous to	gntT(Salmonella)
greB	is homologous to	greB(Salmonella)
yheT	is homologous to	yheT(Salmonella)
secY	is homologous to	secY(Salmonella)
aaeB	is homologous to	aaeB(Salmonella)
zapG	is homologous to	zapG(Salmonella)
lptA	is homologous to	lptA(Salmonella)
yrbG	is homologous to	yrbG(Salmonella)
rdgB	is homologous to	rdgB(Salmonella)
dacB	is homologous to	dacB(Salmonella)
rlmE	is homologous to	rlmE(Salmonella)
yqgF	is homologous to	yqgF(Salmonella)
yqgE	is homologous to	yqgE(Salmonella)
truB	is homologous to	truB(Salmonella)
rsmI	is homologous to	rsmI(Salmonella)
serA	is homologous to	serA(Salmonella)
ygfB	is homologous to	ygfB(Salmonella)
pepP	is homologous to	pepP(Salmonella)
ygfZ	is homologous to	ygfZ(Salmonella)
tdcE	is homologous to	tdcE(Salmonella)
tdcG	is homologous to	tdcG(Salmonella)
kduI	is homologous to	kduI(Salmonella)
nfeF	is homologous to	nfeF(Salmonella)
glnE	is homologous to	glnE(Salmonella)
cpdA	is homologous to	cpdA(Salmonella)
ppnN	is homologous to	ppnN(Salmonella)
cysN	is homologous to	cysN(Salmonella)
hycD	is homologous to	hycD(Salmonella)
pdxJ	is homologous to	pdxJ(Salmonella)
yfhH	is homologous to	yfhH(Salmonella)
cadC	is homologous to	cadC(Salmonella)
hscB	is homologous to	hscB(Salmonella)
hscA	is homologous to	hscA(Salmonella)
guaA	is homologous to	guaA(Salmonella)
dapA	is homologous to	dapA(Salmonella)
trxC	is homologous to	trxC(Salmonella)
xapB	is homologous to	xapB(Salmonella)
xapR	is homologous to	xapR(Salmonella)
yfcF	is homologous to	yfcF(Salmonella)
nuoM	is homologous to	nuoM(Salmonella)
yejA	is homologous to	yejA(Salmonella)
cdd	is homologous to	cdd(Salmonella)
mdtC	is homologous to	mdtC(Salmonella)
sbcB	is homologous to	sbcB(Salmonella)
cutC	is homologous to	cutC(Salmonella)
aspS	is homologous to	aspS(Salmonella)
znuB	is homologous to	znuB(Salmonella)
pphA	is homologous to	pphA(Salmonella)
msrC	is homologous to	msrC(Salmonella)
dauA	is homologous to	dauA(Salmonella)
smrA	is homologous to	smrA(Salmonella)
ldhA	is homologous to	ldhA(Salmonella)
ydcR	is homologous to	ydcR(Salmonella)
rstB	is homologous to	rstB(Salmonella)
pdxH	is homologous to	pdxH(Salmonella)
nagZ	is homologous to	nagZ(Salmonella)
punC	is homologous to	punC(Salmonella)
ycfH	is homologous to	ycfH(Salmonella)
fabF	is homologous to	fabF(Salmonella)
ldtE	is homologous to	ldtE(Salmonella)
ydiN	is homologous to	ydiN(Salmonella)
thrS	is homologous to	thrS(Salmonella)
yccA	is homologous to	yccA(Salmonella)
rlmL	is homologous to	rlmL(Salmonella)
dgcJ	is homologous to	dgcJ(Salmonella)
nagK	is homologous to	nagK(Salmonella)
ycaD	is homologous to	ycaD(Salmonella)
ilvH	is homologous to	ilvH(Salmonella)
mglB	is homologous to	mglB(Salmonella)
cysZ	is homologous to	cysZ(Salmonella)
cpsB	is homologous to	cpsB(Salmonella)
hmp	is homologous to	hmp(Salmonella)
galE	is homologous to	galE(Salmonella)
galK	is homologous to	galK(Salmonella)
trmA	is homologous to	trmA(Salmonella)
umuC	is homologous to	umuC(Salmonella)
pncB	is homologous to	pncB(Salmonella)
fabD	is homologous to	fabD(Salmonella)
ompL	is homologous to	ompL(Salmonella)
hisG	is homologous to	hisG(Salmonella)
pykF	is homologous to	pykF(Salmonella)
aroB	is homologous to	aroB(Salmonella)
bamA	is homologous to	bamA(Salmonella)
trpC	is homologous to	trpC(Salmonella)
trpD	is homologous to	trpD(Salmonella)
feoB	is homologous to	feoB(Salmonella)
purM	is homologous to	purM(Salmonella)
tyrB	is homologous to	tyrB(Salmonella)
udk	is homologous to	udk(Salmonella)
arnT	is homologous to	arnT(Salmonella)
